DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;;;;;;;;;
01/01/2058;0;0;compute_energy;;;;148;03/04/2025;JLF;;;;;;;;;;
01/02/2058;0;0;current;;;;380;24/10/2024;JLF;;;;;;;;;;
01/03/2058;0;0;current;;;;381;24/10/2024;JLF;;;;;;;;;;
01/04/2058;0;0;current;;;;382;24/10/2024;JLF;;;;;;;;;;
01/04/2058;0;0;compute_energy;;;;149;03/04/2025;JLF;;;;;;;;;;
01/05/2058;0;0;current;;;;383;24/10/2024;JLF;;;;;;;;;;
01/06/2058;0;0;current;;;;384;24/10/2024;JLF;;;;;;;;;;
01/07/2058;0;0;current;;;;385;24/10/2024;JLF;;;;;;;;;;
01/07/2058;0;0;compute_energy;;;;150;03/04/2025;JLF;;;;;;;;;;
01/08/2058;0;0;current;;;;386;24/10/2024;JLF;;;;;;;;;;
01/09/2058;0;0;current;;;;387;24/10/2024;JLF;;;;;;;;;;
01/10/2058;0;0;current;;;;388;24/10/2024;JLF;;;;;;;;;;
01/10/2058;0;0;compute_energy;;;;151;03/04/2025;JLF;;;;;;;;;;
01/11/2058;0;0;current;;;;389;24/10/2024;JLF;;;;;;;;;;
01/12/2058;0;0;current;;;;390;24/10/2024;JLF;;;;;;;;;;
01/01/2059;0;0;current;;;;391;24/10/2024;JLF;;;;;;;;;;
01/01/2059;0;0;compute_energy;;;;152;03/04/2025;JLF;;;;;;;;;;
01/02/2059;0;0;current;;;;392;24/10/2024;JLF;;;;;;;;;;
01/03/2059;0;0;current;;;;393;24/10/2024;JLF;;;;;;;;;;
01/04/2059;0;0;current;;;;394;24/10/2024;JLF;;;;;;;;;;
01/04/2059;0;0;compute_energy;;;;153;03/04/2025;JLF;;;;;;;;;;
01/05/2059;0;0;current;;;;395;24/10/2024;JLF;;;;;;;;;;
01/06/2059;0;0;current;;;;396;24/10/2024;JLF;;;;;;;;;;
01/07/2059;0;0;current;;;;397;24/10/2024;JLF;;;;;;;;;;
01/07/2059;0;0;compute_energy;;;;154;03/04/2025;JLF;;;;;;;;;;
01/08/2059;0;0;current;;;;398;24/10/2024;JLF;;;;;;;;;;
01/09/2059;0;0;current;;;;399;24/10/2024;JLF;;;;;;;;;;
01/10/2059;0;0;current;;;;400;24/10/2024;JLF;;;;;;;;;;
01/10/2059;0;0;compute_energy;;;;155;03/04/2025;JLF;;;;;;;;;;
01/11/2059;0;0;current;;;;401;24/10/2024;JLF;;;;;;;;;;
01/12/2059;0;0;current;;;;402;24/10/2024;JLF;;;;;;;;;;
01/01/2060;0;0;current;;;;403;24/10/2024;JLF;;;;;;;;;;
01/01/2060;0;0;compute_energy;;;;156;03/04/2025;JLF;;;;;;;;;;
01/02/2060;0;0;current;;;;404;24/10/2024;JLF;;;;;;;;;;
01/03/2060;0;0;current;;;;405;24/10/2024;JLF;;;;;;;;;;
01/04/2060;0;0;current;;;;406;24/10/2024;JLF;;;;;;;;;;
01/04/2060;0;0;compute_energy;;;;157;03/04/2025;JLF;;;;;;;;;;
01/05/2060;0;0;current;;;;407;24/10/2024;JLF;;;;;;;;;;
01/06/2060;0;0;current;;;;408;24/10/2024;JLF;;;;;;;;;;
01/07/2060;0;0;current;;;;409;24/10/2024;JLF;;;;;;;;;;
01/07/2060;0;0;compute_energy;;;;158;03/04/2025;JLF;;;;;;;;;;
01/08/2060;0;0;current;;;;410;24/10/2024;JLF;;;;;;;;;;
01/09/2060;0;0;current;;;;411;24/10/2024;JLF;;;;;;;;;;
01/10/2060;0;0;current;;;;412;24/10/2024;JLF;;;;;;;;;;
01/10/2060;0;0;compute_energy;;;;159;03/04/2025;JLF;;;;;;;;;;
01/11/2060;0;0;current;;;;413;24/10/2024;JLF;;;;;;;;;;
01/12/2060;0;0;current;;;;414;24/10/2024;JLF;;;;;;;;;;
01/01/2061;0;0;current;;;;415;24/10/2024;JLF;;;;;;;;;;
01/01/2061;0;0;compute_energy;;;;160;03/04/2025;JLF;;;;;;;;;;
01/02/2061;0;0;current;;;;416;24/10/2024;JLF;;;;;;;;;;
01/03/2061;0;0;current;;;;417;24/10/2024;JLF;;;;;;;;;;
01/04/2061;0;0;current;;;;418;24/10/2024;JLF;;;;;;;;;;
01/04/2061;0;0;compute_energy;;;;161;03/04/2025;JLF;;;;;;;;;;
01/05/2061;0;0;current;;;;419;24/10/2024;JLF;;;;;;;;;;
01/06/2061;0;0;current;;;;420;24/10/2024;JLF;;;;;;;;;;
01/07/2061;0;0;current;;;;421;24/10/2024;JLF;;;;;;;;;;
01/07/2061;0;0;compute_energy;;;;162;03/04/2025;JLF;;;;;;;;;;
01/08/2061;0;0;current;;;;422;24/10/2024;JLF;;;;;;;;;;
01/09/2061;0;0;current;;;;423;24/10/2024;JLF;;;;;;;;;;
01/10/2061;0;0;current;;;;424;24/10/2024;JLF;;;;;;;;;;
01/10/2061;0;0;compute_energy;;;;163;03/04/2025;JLF;;;;;;;;;;
01/11/2061;0;0;current;;;;425;24/10/2024;JLF;;;;;;;;;;
01/12/2061;0;0;current;;;;426;24/10/2024;JLF;;;;;;;;;;
01/01/2062;0;0;current;;;;427;24/10/2024;JLF;;;;;;;;;;
01/01/2062;0;0;compute_energy;;;;164;03/04/2025;JLF;;;;;;;;;;
01/02/2062;0;0;current;;;;428;24/10/2024;JLF;;;;;;;;;;
01/03/2062;0;0;current;;;;429;24/10/2024;JLF;;;;;;;;;;
01/04/2062;0;0;current;;;;430;24/10/2024;JLF;;;;;;;;;;
01/04/2062;0;0;compute_energy;;;;165;03/04/2025;JLF;;;;;;;;;;
01/05/2062;0;0;current;;;;431;24/10/2024;JLF;;;;;;;;;;
01/06/2062;0;0;current;;;;432;24/10/2024;JLF;;;;;;;;;;
01/07/2062;0;0;current;;;;433;24/10/2024;JLF;;;;;;;;;;
01/07/2062;0;0;compute_energy;;;;166;03/04/2025;JLF;;;;;;;;;;
01/08/2062;0;0;current;;;;434;24/10/2024;JLF;;;;;;;;;;
01/09/2062;0;0;current;;;;435;24/10/2024;JLF;;;;;;;;;;
01/10/2062;0;0;current;;;;436;24/10/2024;JLF;;;;;;;;;;
01/10/2062;0;0;compute_energy;;;;167;03/04/2025;JLF;;;;;;;;;;
01/11/2062;0;0;current;;;;437;24/10/2024;JLF;;;;;;;;;;
01/12/2062;0;0;current;;;;438;24/10/2024;JLF;;;;;;;;;;
01/01/2063;0;0;current;;;;439;24/10/2024;JLF;;;;;;;;;;
01/01/2063;0;0;compute_energy;;;;168;03/04/2025;JLF;;;;;;;;;;
01/02/2063;0;0;current;;;;440;24/10/2024;JLF;;;;;;;;;;
01/03/2063;0;0;current;;;;441;24/10/2024;JLF;;;;;;;;;;
01/04/2063;0;0;current;;;;442;24/10/2024;JLF;;;;;;;;;;
01/04/2063;0;0;compute_energy;;;;169;03/04/2025;JLF;;;;;;;;;;
01/05/2063;0;0;current;;;;443;24/10/2024;JLF;;;;;;;;;;
01/06/2063;0;0;current;;;;444;24/10/2024;JLF;;;;;;;;;;
01/07/2063;0;0;current;;;;445;24/10/2024;JLF;;;;;;;;;;
01/07/2063;0;0;compute_energy;;;;170;03/04/2025;JLF;;;;;;;;;;
01/08/2063;0;0;current;;;;446;24/10/2024;JLF;;;;;;;;;;
01/09/2063;0;0;current;;;;447;24/10/2024;JLF;;;;;;;;;;
01/10/2063;0;0;current;;;;448;24/10/2024;JLF;;;;;;;;;;
01/10/2063;0;0;compute_energy;;;;171;03/04/2025;JLF;;;;;;;;;;
01/11/2063;0;0;current;;;;449;24/10/2024;JLF;;;;;;;;;;
01/12/2063;0;0;current;;;;450;24/10/2024;JLF;;;;;;;;;;
01/01/2064;0;0;current;;;;451;24/10/2024;JLF;;;;;;;;;;
01/01/2064;0;0;compute_energy;;;;172;03/04/2025;JLF;;;;;;;;;;
01/02/2064;0;0;current;;;;452;24/10/2024;JLF;;;;;;;;;;
01/03/2064;0;0;current;;;;453;24/10/2024;JLF;;;;;;;;;;
01/04/2064;0;0;current;;;;454;24/10/2024;JLF;;;;;;;;;;
01/04/2064;0;0;compute_energy;;;;173;03/04/2025;JLF;;;;;;;;;;
01/05/2064;0;0;current;;;;455;24/10/2024;JLF;;;;;;;;;;
01/06/2064;0;0;current;;;;456;24/10/2024;JLF;;;;;;;;;;
01/07/2064;0;0;current;;;;457;24/10/2024;JLF;;;;;;;;;;
01/07/2064;0;0;compute_energy;;;;174;03/04/2025;JLF;;;;;;;;;;
01/08/2064;0;0;current;;;;458;24/10/2024;JLF;;;;;;;;;;
01/09/2064;0;0;current;;;;459;24/10/2024;JLF;;;;;;;;;;
01/10/2064;0;0;current;;;;460;24/10/2024;JLF;;;;;;;;;;
01/10/2064;0;0;compute_energy;;;;175;03/04/2025;JLF;;;;;;;;;;
01/11/2064;0;0;current;;;;461;24/10/2024;JLF;;;;;;;;;;
01/12/2064;0;0;current;;;;462;24/10/2024;JLF;;;;;;;;;;
01/01/2065;0;0;current;;;;463;24/10/2024;JLF;;;;;;;;;;
01/01/2065;0;0;compute_energy;;;;176;03/04/2025;JLF;;;;;;;;;;
01/02/2065;0;0;current;;;;464;24/10/2024;JLF;;;;;;;;;;
01/03/2065;0;0;current;;;;465;24/10/2024;JLF;;;;;;;;;;
01/04/2065;0;0;current;;;;466;24/10/2024;JLF;;;;;;;;;;
01/04/2065;0;0;compute_energy;;;;177;03/04/2025;JLF;;;;;;;;;;
01/05/2065;0;0;current;;;;467;24/10/2024;JLF;;;;;;;;;;
01/06/2065;0;0;current;;;;468;24/10/2024;JLF;;;;;;;;;;
01/07/2065;0;0;current;;;;469;24/10/2024;JLF;;;;;;;;;;
01/07/2065;0;0;compute_energy;;;;178;03/04/2025;JLF;;;;;;;;;;
01/08/2065;0;0;current;;;;470;24/10/2024;JLF;;;;;;;;;;
01/09/2065;0;0;current;;;;471;24/10/2024;JLF;;;;;;;;;;
01/10/2065;0;0;current;;;;472;24/10/2024;JLF;;;;;;;;;;
01/10/2065;0;0;compute_energy;;;;179;03/04/2025;JLF;;;;;;;;;;
01/11/2065;0;0;current;;;;473;24/10/2024;JLF;;;;;;;;;;
01/12/2065;0;0;current;;;;474;24/10/2024;JLF;;;;;;;;;;
01/01/2066;0;0;current;;;;475;24/10/2024;JLF;;;;;;;;;;
01/01/2066;0;0;compute_energy;;;;180;03/04/2025;JLF;;;;;;;;;;
01/02/2066;0;0;current;;;;476;24/10/2024;JLF;;;;;;;;;;
01/03/2066;0;0;current;;;;477;24/10/2024;JLF;;;;;;;;;;
01/04/2066;0;0;current;;;;478;24/10/2024;JLF;;;;;;;;;;
01/04/2066;0;0;compute_energy;;;;181;03/04/2025;JLF;;;;;;;;;;
01/05/2066;0;0;current;;;;479;24/10/2024;JLF;;;;;;;;;;
01/06/2066;0;0;current;;;;480;24/10/2024;JLF;;;;;;;;;;
01/07/2066;0;0;current;;;;481;24/10/2024;JLF;;;;;;;;;;
01/07/2066;0;0;compute_energy;;;;182;03/04/2025;JLF;;;;;;;;;;
01/08/2066;0;0;current;;;;482;24/10/2024;JLF;;;;;;;;;;
01/09/2066;0;0;current;;;;483;24/10/2024;JLF;;;;;;;;;;
01/10/2066;0;0;current;;;;484;24/10/2024;JLF;;;;;;;;;;
01/10/2066;0;0;compute_energy;;;;183;03/04/2025;JLF;;;;;;;;;;
01/11/2066;0;0;current;;;;485;24/10/2024;JLF;;;;;;;;;;
01/12/2066;0;0;current;;;;486;24/10/2024;JLF;;;;;;;;;;
01/01/2067;0;0;current;;;;487;24/10/2024;JLF;;;;;;;;;;
01/01/2067;0;0;compute_energy;;;;184;03/04/2025;JLF;;;;;;;;;;
01/02/2067;0;0;current;;;;488;24/10/2024;JLF;;;;;;;;;;
01/03/2067;0;0;current;;;;489;24/10/2024;JLF;;;;;;;;;;
01/04/2067;0;0;current;;;;490;24/10/2024;JLF;;;;;;;;;;
01/04/2067;0;0;compute_energy;;;;185;03/04/2025;JLF;;;;;;;;;;
01/05/2067;0;0;current;;;;491;24/10/2024;JLF;;;;;;;;;;
01/06/2067;0;0;current;;;;492;24/10/2024;JLF;;;;;;;;;;
01/07/2067;0;0;current;;;;493;24/10/2024;JLF;;;;;;;;;;
01/07/2067;0;0;compute_energy;;;;186;03/04/2025;JLF;;;;;;;;;;
01/08/2067;0;0;current;;;;494;24/10/2024;JLF;;;;;;;;;;
01/09/2067;0;0;current;;;;495;24/10/2024;JLF;;;;;;;;;;
01/10/2067;0;0;current;;;;496;24/10/2024;JLF;;;;;;;;;;
01/10/2067;0;0;compute_energy;;;;187;03/04/2025;JLF;;;;;;;;;;
01/11/2067;0;0;current;;;;497;24/10/2024;JLF;;;;;;;;;;
01/12/2067;0;0;current;;;;498;24/10/2024;JLF;;;;;;;;;;
01/01/2068;0;0;current;;;;499;24/10/2024;JLF;;;;;;;;;;
01/01/2068;0;0;compute_energy;;;;188;03/04/2025;JLF;;;;;;;;;;
01/02/2068;0;0;current;;;;500;24/10/2024;JLF;;;;;;;;;;
01/03/2068;0;0;current;;;;501;24/10/2024;JLF;;;;;;;;;;
01/04/2068;0;0;current;;;;502;24/10/2024;JLF;;;;;;;;;;
01/04/2068;0;0;compute_energy;;;;189;03/04/2025;JLF;;;;;;;;;;
01/07/2068;0;0;compute_energy;;;;190;03/04/2025;JLF;;;;;;;;;;
01/10/2068;0;0;compute_energy;;;;191;03/04/2025;JLF;;;;;;;;;;
